,Date (America/Chicago),"Maschhoff_HOTC_C_RM7 Temp shock - color
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 Temp (°C) - data
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 ReHS - color
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 ReHS - data
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM8 Temp shock - color
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 Temp (°C) - data
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 ReHS - color
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 ReHS - data
 (MO202001-5VW997BT)","Maschhoff_HOTC_EC_RM7 Temp shock - color
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 Temp (°C) - data
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 ReHS - color
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 ReHS - data
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM8 Temp shock - color
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 Temp (°C) - data
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 ReHS - color
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 ReHS - data
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EE_RM7 Temp shock - color
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 Temp (°C) - data
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 ReHS - color
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 ReHS - data
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM8 Temp shock - color
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 Temp (°C) - data
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 ReHS - color
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 ReHS - data
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_WC_RM7 Temp shock - color
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 Temp (°C) - data
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 ReHS - color
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 ReHS - data
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM8 Temp shock - color
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 Temp (°C) - data
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 ReHS - color
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 ReHS - data
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WW_RM7 Temp shock - color
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 Temp (°C) - data
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 ReHS - color
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 ReHS - data
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM8 Temp shock - color
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 Temp (°C) - data
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 ReHS - color
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 ReHS - data
 (MO202201-TTDCTLQN)"
282,2021-11-17,green,21.5,red,29.0,green,21.0,yellow,49.0,red,19.0,red,23.0,green,19.5,red,32.0,green,22.0,red,14.0,green,22.0,red,16.0,green,20.5,red,35.0,green,21.0,green,71.0,yellow,21.5,green,76.0,green,22.5,yellow,55.0
283,2021-11-18,green,20.5,red,32.0,green,20.5,red,33.0,green,19.0,red,26.0,green,20.0,red,26.0,green,22.5,red,18.0,green,21.0,red,22.0,green,18.5,yellow,52.0,green,20.0,yellow,46.0,green,18.0,yellow,49.0,green,21.0,red,21.0
284,2021-11-19,green,20.0,red,29.0,green,19.5,yellow,46.0,green,19.0,red,25.0,green,19.5,red,27.0,green,22.5,red,15.0,green,20.0,red,15.0,green,18.5,red,35.0,green,20.0,red,35.0,green,18.5,red,34.0,green,20.5,red,18.0
285,2021-11-20,green,20.5,red,37.0,green,20.5,red,37.0,red,18.0,red,27.0,green,19.5,red,29.0,green,22.0,red,15.0,green,20.5,red,19.0,green,18.0,yellow,54.0,green,21.0,red,35.0,yellow,18.0,red,31.0,green,21.5,red,25.0
286,2021-11-21,green,20.5,red,32.0,green,20.5,red,36.0,red,16.0,red,25.0,green,18.5,red,29.0,green,22.5,red,13.0,green,21.0,red,18.0,yellow,17.0,yellow,53.0,green,21.0,red,35.0,yellow,17.0,yellow,56.0,green,21.0,red,25.0
287,2021-11-22,green,19.5,red,35.0,green,19.0,red,36.0,green,20.0,red,34.0,green,19.0,red,34.0,green,22.5,red,24.0,green,20.5,red,23.0,green,19.0,yellow,51.0,green,20.0,red,37.0,green,19.0,red,32.0,green,20.0,red,19.0
288,2021-11-23,green,20.0,red,37.0,green,19.0,red,36.0,green,19.0,red,27.0,yellow,16.0,red,32.0,green,22.5,red,19.0,green,20.0,red,16.0,green,18.5,yellow,47.0,green,20.0,red,30.0,green,18.5,red,35.0,green,20.5,red,20.0
289,2021-11-24,green,21.5,red,32.0,green,20.5,red,36.0,green,18.5,red,25.0,green,16.5,red,29.0,green,21.5,red,22.0,green,19.5,red,17.0,green,19.0,yellow,54.0,green,21.0,red,29.0,green,19.0,yellow,55.0,green,19.5,yellow,53.0
290,2021-11-25,green,20.5,red,34.0,green,20.5,red,32.0,green,18.0,red,23.0,green,19.0,red,22.0,green,23.0,red,16.0,green,21.0,red,12.0,green,18.0,yellow,49.0,green,20.5,red,34.0,green,18.0,yellow,52.0,green,20.0,red,28.0
291,2021-11-26,green,20.0,red,35.0,green,19.5,red,30.0,green,20.0,red,27.0,green,20.0,red,24.0,green,23.0,red,16.0,green,21.0,red,11.0,green,19.0,yellow,50.0,green,20.5,red,27.0,green,19.0,red,36.0,green,20.0,red,24.0
292,2021-11-27,green,20.5,red,36.0,green,20.0,red,35.0,red,18.0,red,26.0,green,18.5,red,25.0,green,22.0,red,20.0,green,20.5,red,14.0,yellow,18.5,yellow,53.0,green,21.0,red,32.0,yellow,18.5,yellow,52.0,green,21.0,red,25.0
293,2021-11-28,green,20.5,red,35.0,green,19.5,red,32.0,green,19.0,red,29.0,green,19.0,red,28.0,green,22.0,red,17.0,green,21.0,red,13.0,green,19.0,yellow,55.0,green,20.5,red,30.0,green,18.5,yellow,55.0,green,21.0,red,27.0
294,2021-11-29,green,20.0,red,32.0,green,20.0,red,35.0,red,18.0,red,34.0,green,18.5,red,29.0,green,22.5,red,22.0,green,20.5,red,15.0,yellow,18.0,yellow,55.0,green,20.5,red,34.0,yellow,18.5,green,69.0,green,20.5,red,28.0
295,2021-11-30,green,20.5,yellow,48.0,green,20.0,red,31.0,green,16.0,red,29.0,green,16.0,red,33.0,green,22.0,red,18.0,green,19.5,red,16.0,green,17.0,green,72.0,green,20.5,yellow,56.0,green,17.0,green,76.0,green,19.0,yellow,52.0
296,2021-12-01,green,21.5,yellow,55.0,green,20.5,yellow,52.0,yellow,15.0,red,32.0,green,14.0,red,34.0,green,21.5,red,23.0,yellow,18.0,red,20.0,green,17.0,green,80.0,green,20.5,green,69.0,green,17.0,green,86.0,green,17.5,green,77.0
297,2021-12-02,green,22.0,yellow,54.0,green,21.0,yellow,55.0,yellow,17.0,red,37.0,yellow,16.5,red,32.0,yellow,22.0,red,26.0,yellow,19.5,red,25.0,yellow,19.0,green,79.0,green,21.5,green,70.0,red,18.5,green,91.0,yellow,20.0,green,84.0
298,2021-12-03,green,22.0,green,67.0,green,21.5,yellow,53.0,yellow,18.0,red,33.0,yellow,19.0,red,34.0,yellow,21.5,red,24.0,yellow,21.0,red,24.0,yellow,19.5,green,81.0,green,22.5,yellow,55.0,red,19.5,green,90.0,yellow,22.0,green,69.0
299,2021-12-04,green,21.0,green,71.0,green,21.0,yellow,55.0,green,17.5,red,31.0,green,18.0,red,35.0,green,21.5,red,25.0,green,20.5,red,25.0,green,18.5,green,80.0,green,21.5,green,65.0,green,19.0,green,83.0,green,21.0,yellow,54.0
300,2021-12-05,green,21.0,green,68.0,green,21.0,yellow,56.0,yellow,19.0,yellow,46.0,green,19.5,red,37.0,green,21.0,red,27.0,green,19.5,red,22.0,yellow,20.0,green,78.0,green,22.0,yellow,54.0,yellow,21.0,green,91.0,green,22.5,green,69.0
301,2021-12-06,green,21.0,green,72.0,green,20.5,yellow,54.0,green,18.5,yellow,50.0,yellow,18.5,yellow,54.0,green,23.0,red,22.0,green,21.0,red,29.0,green,18.0,green,82.0,green,20.5,green,68.0,green,19.0,green,87.0,green,21.0,yellow,45.0
302,2021-12-07,green,19.5,green,71.0,green,19.5,green,71.0,green,20.0,yellow,56.0,yellow,15.5,yellow,55.0,green,21.0,red,34.0,green,20.5,red,29.0,green,18.5,green,79.0,green,19.5,yellow,57.0,green,19.5,green,81.0,green,20.5,red,34.0
303,2021-12-08,green,20.5,green,74.0,green,20.0,yellow,54.0,green,19.0,yellow,50.0,green,16.0,yellow,50.0,green,21.0,red,30.0,green,20.5,red,30.0,green,19.0,green,80.0,green,20.0,yellow,54.0,green,19.5,green,78.0,green,19.5,red,33.0
304,2021-12-09,green,21.0,green,76.0,green,20.5,green,67.0,yellow,17.0,yellow,56.0,yellow,17.0,yellow,51.0,yellow,21.0,red,32.0,yellow,19.5,red,30.0,green,18.0,green,81.0,green,21.0,green,70.0,green,18.5,green,83.0,yellow,20.0,yellow,52.0
305,2021-12-10,green,22.5,green,74.0,green,22.0,yellow,53.0,green,19.0,yellow,56.0,green,19.5,yellow,52.0,green,20.0,red,33.0,green,19.5,red,30.0,green,21.0,green,84.0,green,23.0,green,74.0,green,22.0,green,95.0,green,23.0,green,90.0
306,2021-12-11,green,21.5,green,81.0,green,20.5,green,71.0,green,18.0,yellow,55.0,green,18.0,yellow,55.0,green,21.5,red,32.0,green,20.5,red,32.0,green,18.5,green,84.0,green,21.0,green,76.0,green,19.0,green,93.0,green,20.5,green,81.0
307,2021-12-12,green,21.0,green,82.0,green,20.0,green,74.0,green,18.0,green,75.0,green,18.0,yellow,56.0,green,22.0,yellow,51.0,green,20.5,yellow,49.0,green,18.0,green,89.0,green,21.0,green,71.0,green,19.0,green,90.0,green,20.5,green,71.0
308,2021-12-13,green,21.0,green,82.0,green,20.5,green,76.0,red,17.5,green,75.0,red,18.5,green,70.0,yellow,21.0,yellow,51.0,yellow,20.0,yellow,54.0,yellow,18.0,green,89.0,green,21.5,green,76.0,red,18.5,green,92.0,yellow,21.0,green,75.0
309,2021-12-14,green,21.5,green,80.0,green,21.0,green,77.0,green,18.5,green,71.0,green,19.0,green,74.0,green,20.5,yellow,48.0,green,19.5,yellow,49.0,green,20.0,green,88.0,green,22.5,green,77.0,green,21.5,green,95.0,green,22.5,green,87.0
310,2021-12-15,green,22.0,green,78.0,green,22.0,green,78.0,green,20.0,green,71.0,green,21.0,green,69.0,green,20.0,yellow,52.0,green,20.0,yellow,47.0,green,22.5,green,87.0,green,23.0,green,83.0,green,23.5,green,99.0,green,24.0,green,97.0
311,2021-12-16,green,22.0,green,82.0,green,21.0,green,81.0,red,17.0,green,77.0,green,18.0,green,73.0,green,20.0,yellow,55.0,green,18.5,yellow,52.0,yellow,19.0,green,92.0,green,22.0,green,83.0,red,19.5,green,96.0,green,22.0,green,84.0
312,2021-12-17,green,21.0,green,78.0,green,20.0,green,83.0,green,19.5,green,81.0,yellow,18.0,green,78.0,green,24.0,yellow,54.0,green,21.5,yellow,54.0,green,17.5,green,83.0,green,21.0,green,81.0,green,20.0,green,92.0,green,21.5,green,77.0
313,2021-12-18,green,22.0,green,82.0,green,21.0,green,85.0,green,20.0,green,73.0,green,16.0,green,75.0,green,25.0,blue,,green,22.0,yellow,55.0,green,18.0,green,89.0,green,21.0,green,82.0,green,20.5,green,90.0,green,21.0,green,78.0
314,2021-12-19,green,20.5,green,80.0,green,20.0,green,85.0,green,18.0,green,78.0,green,18.0,green,80.0,green,22.5,green,68.0,green,21.0,yellow,53.0,green,17.0,green,89.0,green,21.0,green,83.0,green,19.0,green,91.0,green,21.0,green,74.0
315,2021-12-20,green,20.5,green,84.0,green,19.5,green,82.0,green,18.5,green,78.0,green,17.0,green,80.0,green,22.0,green,66.0,green,20.5,yellow,55.0,green,17.0,green,91.0,green,20.5,green,77.0,green,19.0,green,89.0,green,20.5,green,75.0
316,2021-12-21,green,20.5,green,85.0,green,20.0,green,85.0,red,16.5,green,77.0,yellow,17.5,green,86.0,green,21.0,green,74.0,green,20.5,green,71.0,yellow,16.5,green,90.0,green,21.0,green,82.0,red,17.0,green,91.0,green,20.5,green,74.0
317,2021-12-22,green,20.0,green,85.0,green,19.5,green,86.0,green,18.0,green,79.0,green,18.5,green,82.0,green,22.0,green,74.0,green,21.0,yellow,57.0,green,16.5,green,90.0,green,20.5,green,83.0,blue,18.0,blue,,green,20.5,green,70.0
318,2021-12-23,green,21.0,green,87.0,green,20.5,green,87.0,yellow,18.0,green,83.0,yellow,17.5,green,82.0,yellow,21.0,green,75.0,yellow,19.5,green,69.0,yellow,18.0,green,89.0,green,21.0,green,88.0,green,18.5,green,95.0,green,20.0,green,79.0
319,2021-12-24,green,21.5,green,84.0,green,21.5,green,83.0,green,19.0,green,76.0,green,18.5,green,84.0,green,19.5,green,77.0,green,19.0,yellow,56.0,green,20.5,green,89.0,green,22.5,green,83.0,green,21.5,green,97.0,green,22.0,green,91.0
320,2021-12-25,green,22.0,green,86.0,green,20.5,green,85.0,red,18.5,green,79.0,red,18.0,green,87.0,yellow,19.5,green,73.0,yellow,19.0,green,70.0,green,22.0,green,90.0,green,22.0,green,91.0,green,23.0,green,97.0,yellow,22.0,green,89.0
321,2021-12-26,green,22.0,green,89.0,green,20.5,green,87.0,yellow,15.0,green,80.0,red,14.0,green,88.0,yellow,19.0,green,66.0,green,18.0,green,71.0,green,21.0,green,91.0,green,21.5,green,84.0,green,21.0,green,96.0,yellow,19.0,green,88.0
322,2021-12-27,green,22.0,green,89.0,green,20.5,green,90.0,yellow,18.5,green,84.0,red,18.0,green,87.0,red,19.5,green,71.0,yellow,19.0,green,69.0,yellow,20.5,green,92.0,green,22.0,green,91.0,yellow,21.5,green,97.0,green,23.0,green,93.0
323,2021-12-28,green,20.5,green,87.0,green,20.5,green,91.0,red,13.0,green,88.0,red,15.0,green,89.0,yellow,20.0,green,79.0,yellow,20.5,green,72.0,yellow,16.0,green,94.0,green,21.0,green,92.0,yellow,15.5,green,95.0,yellow,19.5,green,91.0
324,2021-12-29,green,21.0,green,87.0,green,20.5,green,88.0,red,12.0,green,84.0,red,15.5,green,80.0,yellow,20.5,green,77.0,yellow,20.5,green,67.0,green,15.5,green,94.0,green,21.0,green,82.0,yellow,15.0,green,94.0,yellow,19.5,green,91.0
325,2021-12-30,green,21.5,green,85.0,green,20.5,green,86.0,green,14.5,green,86.0,green,16.0,green,77.0,yellow,19.5,green,67.0,yellow,19.0,green,74.0,green,17.0,green,88.0,green,21.5,green,85.0,green,16.5,green,93.0,green,20.5,green,92.0
326,2021-12-31,green,22.0,green,85.0,green,21.5,green,84.0,green,18.5,green,85.0,green,18.5,green,75.0,green,18.5,green,74.0,green,18.5,green,70.0,green,20.5,green,87.0,green,22.5,green,86.0,green,21.5,green,95.0,green,23.0,green,96.0
327,2022-01-01,green,20.5,green,84.0,green,20.5,green,82.0,red,15.0,green,82.0,yellow,15.5,green,65.0,red,13.0,green,70.0,green,20.0,green,72.0,yellow,17.5,green,84.0,green,21.0,green,88.0,yellow,18.5,green,89.0,green,20.5,green,85.0
328,2022-01-02,green,19.5,green,84.0,green,18.5,green,75.0,green,20.0,green,87.0,green,19.5,green,72.0,green,18.5,green,71.0,green,20.5,green,74.0,green,19.0,green,82.0,green,20.0,green,83.0,green,19.5,green,77.0,green,20.0,green,77.0
329,2022-01-03,green,20.0,green,84.0,green,18.5,green,78.0,green,19.5,green,84.0,green,18.5,green,78.0,green,18.0,green,72.0,green,20.5,green,77.0,green,19.5,green,80.0,green,20.0,green,86.0,green,20.0,green,82.0,green,20.5,green,75.0
330,2022-01-04,green,20.0,green,88.0,green,19.5,green,79.0,green,19.5,green,82.0,green,17.5,green,82.0,green,17.5,yellow,54.0,green,21.0,green,75.0,green,19.5,green,86.0,green,20.0,green,84.0,green,20.0,green,82.0,green,21.0,green,81.0
331,2022-01-05,green,21.0,green,90.0,green,19.5,green,85.0,green,20.0,green,84.0,green,18.0,green,84.0,green,18.0,yellow,56.0,green,21.0,green,77.0,green,19.0,green,88.0,green,20.0,green,88.0,green,20.0,green,88.0,green,20.5,green,84.0
332,2022-01-06,green,20.5,green,89.0,green,18.5,green,87.0,red,20.0,green,89.0,red,16.0,green,86.0,yellow,15.5,yellow,52.0,green,19.5,green,75.0,yellow,18.0,green,93.0,green,19.0,green,84.0,yellow,20.0,green,87.0,yellow,19.0,green,83.0
333,2022-01-07,green,19.5,green,90.0,green,18.5,green,89.0,green,17.5,green,86.0,yellow,16.0,green,89.0,green,15.0,green,66.0,green,19.0,green,81.0,green,17.0,green,95.0,green,19.0,green,88.0,green,18.5,green,96.0,green,18.0,green,79.0
334,2022-01-08,green,19.0,green,93.0,green,19.5,green,91.0,red,17.0,green,91.0,red,15.5,green,90.0,red,16.0,green,78.0,yellow,20.0,green,80.0,yellow,18.0,green,97.0,green,20.0,green,92.0,yellow,18.5,green,95.0,yellow,20.0,green,85.0
335,2022-01-09,green,20.5,green,92.0,green,19.5,green,89.0,green,18.0,green,87.0,green,17.5,green,90.0,yellow,16.0,green,81.0,green,21.5,green,75.0,green,19.0,green,94.0,green,20.5,green,86.0,green,19.5,green,97.0,green,20.5,green,91.0
336,2022-01-10,green,20.0,green,93.0,green,19.0,green,90.0,green,20.0,green,91.0,green,16.0,green,90.0,green,18.5,green,79.0,green,20.5,green,83.0,green,19.5,green,96.0,green,19.5,green,87.0,green,20.0,green,96.0,green,20.0,green,88.0
337,2022-01-11,green,20.0,green,93.0,green,19.5,green,89.0,red,16.5,green,91.0,yellow,15.0,green,91.0,red,15.0,green,82.0,green,20.0,green,83.0,yellow,17.5,green,96.0,green,19.5,green,90.0,yellow,18.5,green,92.0,green,20.0,green,90.0
338,2022-01-12,green,21.0,green,91.0,green,20.0,green,95.0,red,15.5,green,85.0,red,16.0,green,90.0,red,13.5,green,85.0,yellow,19.5,green,80.0,yellow,17.0,green,96.0,green,20.5,green,89.0,yellow,18.0,green,95.0,yellow,20.5,green,98.0
339,2022-01-13,green,20.5,green,93.0,green,19.5,green,87.0,red,15.5,green,91.0,red,16.5,green,77.0,red,13.0,green,84.0,yellow,20.0,green,85.0,red,17.5,green,96.0,green,21.0,green,91.0,yellow,18.5,green,98.0,yellow,21.0,green,96.0
340,2022-01-14,green,19.5,green,94.0,green,19.0,green,92.0,red,15.5,green,93.0,green,17.0,green,83.0,red,14.0,green,85.0,green,21.0,green,84.0,red,17.0,green,97.0,green,20.5,green,91.0,yellow,18.0,green,94.0,green,20.5,green,95.0
341,2022-01-15,green,19.0,green,93.0,green,19.0,green,92.0,green,16.5,green,92.0,green,17.5,green,73.0,green,14.5,green,82.0,green,21.0,green,79.0,green,18.0,green,97.0,blue,21.0,blue,,green,18.5,green,94.0,green,21.0,green,93.0
342,2022-01-16,green,20.0,green,95.0,green,19.0,green,92.0,green,19.5,green,93.0,yellow,18.5,green,82.0,yellow,17.5,green,84.0,green,21.0,green,82.0,green,19.5,green,95.0,green,20.0,blue,,green,20.0,green,92.0,green,21.0,green,92.0
343,2022-01-17,green,20.0,green,94.0,green,19.5,green,95.0,green,17.5,green,95.0,green,17.5,green,90.0,green,16.0,green,86.0,green,21.0,green,82.0,green,18.0,green,97.0,green,20.0,green,90.0,green,19.0,green,95.0,green,20.5,green,92.0
344,2022-01-18,green,20.5,green,94.0,green,19.5,green,95.0,green,16.5,green,94.0,green,16.5,green,91.0,green,14.5,green,87.0,green,19.0,green,83.0,green,18.0,green,97.0,green,21.0,green,95.0,green,19.0,green,97.0,green,20.5,green,94.0
345,2022-01-19,green,19.5,green,93.0,green,19.5,green,95.0,green,16.0,green,91.0,yellow,16.0,green,94.0,green,14.5,green,92.0,green,20.5,green,83.0,green,17.0,green,99.0,green,20.0,green,94.0,green,18.0,green,96.0,green,20.0,green,89.0
346,2022-01-20,green,18.5,green,93.0,green,18.5,green,95.0,green,18.5,green,93.0,red,16.0,green,91.0,green,17.5,green,90.0,green,19.5,green,86.0,green,18.5,green,96.0,green,19.0,green,95.0,green,19.0,green,94.0,yellow,19.0,green,84.0
347,2022-01-21,green,19.5,green,94.0,green,18.5,green,94.0,green,18.0,green,93.0,red,14.0,green,90.0,yellow,17.5,green,90.0,green,19.0,green,88.0,green,18.5,green,96.0,green,19.0,green,95.0,green,19.0,green,93.0,yellow,18.0,green,84.0
348,2022-01-22,green,19.5,green,92.0,green,18.5,green,93.0,red,17.0,green,94.0,green,14.5,green,94.0,red,16.0,green,90.0,green,19.5,green,85.0,red,17.5,green,97.0,green,19.5,green,94.0,yellow,18.5,green,96.0,green,19.0,green,90.0
349,2022-01-23,green,20.0,green,88.0,green,19.0,green,93.0,green,16.0,green,91.0,green,17.0,green,91.0,green,14.0,green,86.0,green,20.0,green,82.0,green,17.0,green,96.0,green,20.0,green,94.0,green,18.0,green,95.0,green,20.0,green,90.0
350,2022-01-24,green,21.0,green,92.0,green,19.0,green,95.0,red,16.5,green,91.0,red,15.0,green,90.0,red,13.5,green,92.0,red,18.5,green,90.0,yellow,17.5,green,95.0,yellow,20.0,green,94.0,yellow,19.0,green,96.0,yellow,20.0,green,93.0
351,2022-01-25,green,19.5,green,91.0,green,18.0,green,96.0,green,19.0,green,95.0,red,16.5,green,90.0,green,17.0,green,89.0,green,20.0,green,90.0,green,19.0,green,97.0,green,19.5,green,93.0,green,19.0,green,89.0,yellow,20.0,green,91.0
352,2022-01-26,green,19.0,green,94.0,green,17.5,green,94.0,green,18.0,green,93.0,yellow,14.5,green,92.0,green,17.0,green,91.0,green,19.0,green,85.0,green,18.0,green,96.0,green,19.0,green,94.0,green,18.5,green,95.0,green,18.0,green,92.0
353,2022-01-27,green,19.5,green,94.0,green,18.5,green,96.0,red,14.5,green,93.0,red,14.0,green,94.0,red,13.5,green,93.0,yellow,20.0,green,89.0,yellow,16.0,green,96.0,green,19.5,green,95.0,yellow,17.0,green,97.0,yellow,19.5,green,93.0
354,2022-01-28,green,19.0,green,94.0,green,17.5,green,96.0,green,18.5,green,93.0,yellow,16.5,green,93.0,green,16.5,green,91.0,green,21.0,green,92.0,green,17.5,green,97.0,green,19.0,green,95.0,green,19.0,blue,,green,20.0,green,94.0
355,2022-01-29,green,18.5,green,91.0,green,17.0,green,94.0,green,16.5,green,92.0,yellow,15.0,green,92.0,green,16.0,green,91.0,green,19.5,green,92.0,green,17.0,green,99.0,green,19.0,green,97.0,green,18.0,green,95.0,green,18.5,green,95.0
356,2022-01-30,green,19.5,green,96.0,green,17.5,green,97.0,blue,17.0,blue,91.0,yellow,16.5,green,73.0,green,15.0,green,94.0,green,20.0,green,89.0,green,17.5,green,93.0,green,20.0,green,97.0,green,19.0,green,94.0,green,19.5,green,93.0
357,2022-01-31,yellow,18.5,green,95.0,green,18.0,green,97.0,red,15.0,green,94.0,red,16.0,green,94.0,red,14.0,green,94.0,yellow,19.0,green,91.0,yellow,16.0,green,98.0,green,20.5,green,96.0,yellow,18.0,green,95.0,yellow,20.0,green,95.0
358,2022-02-01,green,19.5,green,93.0,green,18.5,green,95.0,yellow,15.0,green,93.0,yellow,15.5,green,93.0,yellow,14.0,green,92.0,green,17.0,green,91.0,yellow,17.5,green,98.0,green,20.5,green,99.0,yellow,19.0,green,98.0,yellow,20.5,green,99.0
359,2022-02-02,green,18.0,green,96.0,green,17.0,green,97.0,green,16.5,green,93.0,yellow,16.5,green,92.0,green,15.0,green,90.0,green,20.0,green,93.0,green,17.5,green,97.0,green,20.0,green,96.0,green,19.5,green,95.0,green,20.5,green,95.0
360,2022-02-03,green,17.5,green,95.0,green,16.5,green,96.0,green,17.0,green,92.0,yellow,15.5,green,93.0,green,17.0,green,87.0,green,19.0,green,93.0,green,17.5,green,93.0,green,19.0,green,96.0,green,19.0,green,94.0,green,19.5,green,94.0
361,2022-02-04,green,17.5,green,95.0,green,17.0,green,97.0,green,17.0,green,92.0,red,13.5,green,92.0,green,16.5,green,92.0,green,19.0,green,93.0,green,17.5,green,95.0,green,18.5,green,97.0,green,19.0,green,95.0,green,19.5,green,93.0
362,2022-02-05,green,17.5,green,94.0,green,16.5,green,96.0,green,17.0,green,90.0,red,12.5,green,96.0,green,16.5,green,88.0,green,18.5,green,93.0,green,17.5,green,95.0,green,18.0,green,95.0,green,18.5,green,94.0,yellow,18.0,green,90.0
363,2022-02-06,green,17.5,green,93.0,green,17.0,green,97.0,red,15.0,green,95.0,red,13.0,green,95.0,red,14.0,green,93.0,green,19.0,green,90.0,yellow,16.0,green,96.0,green,18.5,green,97.0,yellow,18.0,green,95.0,green,18.5,green,96.0
364,2022-02-07,green,18.5,green,97.0,green,17.5,green,97.0,green,16.0,green,90.0,yellow,16.0,green,97.0,green,14.0,green,92.0,green,20.5,green,94.0,green,17.0,green,96.0,green,19.5,green,97.0,green,18.5,green,96.0,green,19.5,green,99.0
365,2022-02-08,green,19.0,green,95.0,green,18.0,green,97.0,red,15.0,green,94.0,red,15.0,green,94.0,red,13.0,green,93.0,yellow,18.0,green,91.0,yellow,16.0,green,97.0,green,20.0,green,,yellow,17.5,green,98.0,yellow,18.5,green,97.0
366,2022-02-09,green,19.5,green,97.0,green,18.0,green,97.0,red,14.5,green,94.0,red,15.0,green,94.0,red,13.0,green,91.0,yellow,17.5,green,90.0,yellow,16.5,green,96.0,green,20.0,green,96.0,yellow,17.5,green,97.0,yellow,19.0,green,96.0
367,2022-02-10,green,19.0,green,95.0,green,18.0,green,97.0,red,15.5,green,90.0,red,14.5,green,95.0,red,14.0,green,92.0,red,17.0,green,89.0,yellow,16.0,green,96.0,green,20.0,green,97.0,yellow,18.0,green,97.0,yellow,18.5,green,96.0
368,2022-02-11,green,18.5,green,95.0,green,17.5,green,96.0,red,15.5,green,93.0,red,13.0,green,92.0,red,14.0,green,92.0,yellow,16.5,green,85.0,yellow,15.5,green,96.0,green,19.0,green,95.0,yellow,18.5,green,96.0,yellow,17.0,green,97.0
369,2022-02-12,green,17.0,green,92.0,green,16.0,green,97.0,green,17.5,green,91.0,green,18.0,green,92.0,green,17.0,green,91.0,green,18.5,green,93.0,green,17.0,green,94.0,green,18.5,green,96.0,green,18.5,green,92.0,green,18.5,green,93.0
370,2022-02-13,green,17.5,green,94.0,green,16.0,green,97.0,green,17.5,green,93.0,green,15.5,green,91.0,green,16.5,green,91.0,green,18.0,green,91.0,green,17.0,green,97.0,green,18.5,green,96.0,green,18.5,green,95.0,green,18.0,green,93.0
371,2022-02-14,green,17.5,green,94.0,green,17.5,green,97.0,green,17.0,green,98.0,red,15.5,green,93.0,green,15.5,green,94.0,green,18.0,green,90.0,green,16.5,green,94.0,green,19.0,green,97.0,green,18.5,green,91.0,yellow,18.0,green,95.0
372,2022-02-15,green,17.5,green,94.0,green,18.0,green,97.0,green,15.5,green,92.0,yellow,16.5,green,96.0,yellow,15.5,green,92.0,green,17.0,green,92.0,green,16.5,green,98.0,green,19.5,green,97.0,green,19.0,green,93.0,yellow,19.5,green,97.0
